mode,scale_family,composition_type,time_step,time_sec,spectral_centroid,rms_energy,spectral_centroid_norm,rms_energy_norm,spectral_centroid_smooth,rms_energy_smooth,spectral_centroid_smooth_norm,rms_energy_smooth_norm
pelog_melodic,Pelog,Melodic,159,7.383946,513.907569,0.018584,0.029153,0.554238,714.657318,0.019337,0.104660,0.576708
pelog_melodic,Pelog,Melodic,160,7.430385,523.861784,0.015656,0.032897,0.466915,716.855706,0.019563,0.105487,0.583446
pelog_melodic,Pelog,Melodic,161,7.476825,989.182610,0.016183,0.207916,0.482643,714.483697,0.019691,0.104595,0.587254
pelog_melodic,Pelog,Melodic,162,7.523265,1147.452424,0.022325,0.267446,0.665813,675.223992,0.019402,0.089829,0.578623
pelog_melodic,Pelog,Melodic,163,7.569705,609.764493,0.024315,0.065208,0.725147,705.124140,0.019051,0.101075,0.568159
pelog_melodic,Pelog,Melodic,164,7.616145,552.142342,0.020403,0.043534,0.608490,725.006801,0.019122,0.108553,0.570282
pelog_melodic,Pelog,Melodic,165,7.662585,540.541322,0.016731,0.039171,0.498966,731.687782,0.019354,0.111066,0.577203
pelog_melodic,Pelog,Melodic,166,7.709025,541.748421,0.014246,0.039625,0.424871,735.510338,0.019443,0.112504,0.579864
pelog_melodic,Pelog,Melodic,167,7.755465,1194.396745,0.017781,0.285103,0.530282,709.831780,0.019189,0.102845,0.572288
pelog_melodic,Pelog,Melodic,168,7.801905,631.750692,0.022230,0.073477,0.662979,710.360699,0.018664,0.103044,0.556628
pelog_melodic,Pelog,Melodic,169,7.848345,555.940919,0.021252,0.044963,0.633816,737.577534,0.018548,0.113281,0.553174
pelog_melodic,Pelog,Melodic,170,7.894785,538.927288,0.018027,0.038564,0.537625,739.960101,0.018818,0.114178,0.561228
pelog_melodic,Pelog,Melodic,171,7.941224,523.556125,0.015788,0.032782,0.470861,739.285225,0.019061,0.113924,0.568470
pelog_melodic,Pelog,Melodic,172,7.987664,1258.228558,0.018176,0.309112,0.542073,714.416167,0.019080,0.104570,0.569031
pelog_melodic,Pelog,Melodic,173,8.034104,982.510226,0.023192,0.205407,0.691654,681.520882,0.018654,0.092197,0.556331
pelog_melodic,Pelog,Melodic,174,8.080544,665.500361,0.022458,0.086171,0.669761,720.974866,0.018385,0.107037,0.548310
pelog_melodic,Pelog,Melodic,175,8.126984,613.085741,0.017190,0.066457,0.512656,729.538429,0.018648,0.110258,0.556160
pelog_melodic,Pelog,Melodic,176,8.173424,592.174631,0.013423,0.058592,0.400333,730.596541,0.019048,0.110656,0.568065
