time_step,time_beats,pitch_center_mass,velocity_mean,note_density,pitch_variance,pitch_center_mass_smoothed,pitch_center_mass_derivative
192,96.000000,68.100000,80.000000,4,180.000000,66.800468,0.086242
193,96.500000,68.000000,79.500000,4,180.000000,66.940446,0.149852
194,97.000000,66.453674,78.250000,4,147.000000,67.100172,-0.078574
195,97.500000,66.322581,77.500000,4,147.000000,66.783297,-0.299121
196,98.000000,66.624606,79.250000,4,147.000000,66.501931,-0.106250
197,98.500000,66.515625,80.000000,4,139.687500,66.570797,0.093842
198,99.000000,66.593168,80.500000,4,139.687500,66.689614,-0.063141
199,99.500000,66.798005,80.200000,5,113.440000,66.444515,-0.340174
200,100.000000,66.916667,81.600000,5,113.440000,66.009266,-0.319865
201,100.500000,65.399113,75.166667,6,106.805556,65.804786,-0.226876
202,101.000000,64.339378,77.200000,5,112.160000,65.555513,-0.274754
203,101.500000,65.570766,86.200000,5,113.840000,65.255279,-0.155683
204,102.000000,65.551643,85.200000,5,113.840000,65.244148,0.112442
205,102.500000,65.415493,85.200000,5,113.840000,65.480162,0.033408
206,103.000000,65.343458,85.600000,5,113.840000,65.310963,-0.163266
207,103.500000,65.519451,87.400000,5,113.840000,65.153630,-0.158179
208,104.000000,64.724771,87.200000,5,141.360000,64.994605,-0.143064
209,104.500000,64.764977,86.800000,5,141.360000,64.867503,-0.160908
210,105.000000,64.620370,86.400000,5,141.360000,64.672789,-0.119243
211,105.500000,64.707944,85.600000,5,148.000000,64.629017,-0.059482
212,106.000000,64.545882,85.000000,5,148.000000,64.553826,0.016590
213,106.500000,64.505910,84.600000,5,148.000000,64.662197,0.097782
214,107.000000,64.389021,83.800000,5,148.000000,64.749389,0.133995
215,107.500000,65.162228,82.600000,5,177.760000,64.930188,0.132688
216,108.000000,65.143902,82.000000,5,177.760000,65.014764,0.096265
217,108.500000,65.449878,81.800000,5,177.760000,65.122719,0.018751
218,109.000000,64.928793,80.750000,4,219.000000,65.052267,0.076384
219,109.500000,64.928793,80.750000,4,219.000000,65.275486,0.212548
220,110.000000,64.809969,80.250000,4,219.000000,65.477363,0.280523
221,110.500000,66.260000,80.000000,5,188.160000,65.836532,0.375486
222,111.000000,66.459259,81.000000,5,188.160000,66.228334,0.466198
223,111.500000,66.724638,82.800000,5,188.160000,66.768929,0.574936
224,112.000000,66.887805,82.000000,5,196.000000,67.378207,0.585809
225,112.500000,67.512941,85.000000,5,196.000000,67.940546,0.561515
226,113.000000,69.306391,88.666667,6,185.222222,68.501236,0.547745
227,113.500000,69.270955,85.500000,6,185.222222,69.036035,0.471961
228,114.000000,69.528090,89.000000,5,221.840000,69.445158,0.164832
229,114.500000,69.561798,89.000000,5,221.840000,69.365698,-0.146966
230,115.000000,69.558559,88.800000,5,221.840000,69.151227,-0.373852
231,115.500000,68.909091,88.000000,5,206.000000,68.617994,-0.614688
232,116.000000,68.198598,85.600000,5,198.560000,67.921851,-0.526591
233,116.500000,66.861925,79.666667,6,170.138889,67.564812,-0.310728
234,117.000000,66.081081,80.166667,6,146.805556,67.300395,-0.358715
